Wall time,Step,Value
1776118521.4866047,5,0.1595200002193451
1776118618.2526288,10,0.16286000609397888
1776118708.1883218,15,0.17278000712394714
1776118801.891833,20,0.11513999849557877
1776118896.3053813,25,0.17922000586986542
1776118990.6605642,30,0.17628000676631927
1776119080.2694285,35,0.1861799955368042
1776119176.2071779,40,0.09613999724388123
1776119271.9059844,45,0.17180000245571136
1776119365.8822515,50,0.12780000269412994
1776119454.0638502,55,0.05048000067472458
1776119552.4867527,60,0.17637999355793
1776119649.3974147,65,0.09303999692201614
1776119742.755284,70,0.058320000767707825
1776119828.178211,75,0.13779999315738678
1776119927.9917057,80,0.1746399998664856
1776120025.0937798,85,0.14866000413894653
1776120116.8131924,90,0.17309999465942383
1776120206.709874,95,0.08286000043153763
1776120302.4728339,100,0.09160000085830688
1776120401.722844,105,0.11868000030517578
1776120490.0570285,110,0.04461999982595444
1776120581.8090363,115,0.09459999948740005
1776120676.1586845,120,0.06520000100135803
1776120774.5730786,125,0.07779999822378159
1776120865.262196,130,0.13274000585079193
1776120957.918603,135,0.02751999907195568
1776121053.6599581,140,0.05071999877691269
1776121148.6885867,145,0.07248000055551529
1776121240.0212085,150,0.01558000035583973
1776121335.4841003,155,0.06818000227212906
1776121432.4215453,160,0.05090000107884407
1776121526.5185702,165,0.08154000341892242
1776121613.168848,170,0.00419999985024333
1776121711.2613297,175,0.06880000233650208
1776121806.205719,180,0.11767999827861786
1776121900.5356982,185,0.0018400000408291817
1776121987.6584728,190,0.1720999926328659
1776122087.2085998,195,0.020999999716877937
1776122184.438979,200,0.05810000002384186
1776122275.0699625,205,0.009680000133812428
1776122363.4329145,210,0.087459996342659
1776122460.8966222,215,0.029500000178813934
1776122561.0805902,220,0.05739999935030937
1776122651.3725379,225,0.0052999998442828655
1776122743.2771637,230,0.007060000207275152
1776122840.8388953,235,0.0006600000197067857
1776122940.8684132,240,0.07481999695301056
1776123033.2110949,245,0.026419999077916145
1776123135.2129762,250,0.02735999971628189
1776123236.516373,255,0.12015999853610992
1776123334.1084588,260,0.17538000643253326
1776123425.9313111,265,0.07952000200748444
1776123549.6304996,270,0.021220000460743904
1776123665.18921,275,0.01549999974668026
1776123802.5699632,280,0.03954000025987625
1776123951.1011505,285,0.10444000363349915
1776124103.1063259,290,0.054659999907016754
1776124231.500084,295,0.022299999371170998
1776124390.5068314,300,0.011620000004768372
1776124566.5979304,305,0.10490000247955322
1776124706.1873858,310,0.017820000648498535
1776124836.5764883,315,0.019519999623298645
1776124959.2484314,320,0.026760000735521317
1776125114.0665228,325,0.030239999294281006
1776125244.1969419,330,0.01600000075995922
1776125406.1609614,335,0.0391400009393692
1776125545.491704,340,0.016599999740719795
1776125696.2257004,345,0.011699999682605267
1776125858.0846999,350,0.0818599984049797
1776125991.7658296,355,0.02157999947667122
1776126141.6710238,360,0.11674000322818756
1776126277.811445,365,0.05488000065088272
1776126425.3222628,370,0.1290999948978424
1776126562.7167206,375,0.018540000542998314
1776126725.2839978,380,0.012959999963641167
1776126898.6487951,385,0.04326000064611435
1776127102.03183,390,0.04343999922275543
1776127281.2985513,395,0.06632000207901001
1776127473.7712903,400,0.05222000181674957
1776127639.3385348,405,0.004459999967366457
1776127803.787039,410,0.017500000074505806
1776127964.2318845,415,0.051899999380111694
1776128136.9688997,420,0.1443600058555603
1776128308.009238,425,0.013000000268220901
1776128460.7011104,430,0.06735999882221222
1776128608.3445663,435,0.00827999971807003
1776128736.6521313,440,0.04442000016570091
1776128895.4805462,445,0.09077999740839005
1776129014.2525969,450,0.08382000029087067
1776129171.0981584,455,0.12018000334501266
1776129306.354817,460,0.029160000383853912
1776129473.0481508,465,0.07237999886274338
1776129608.721946,470,0.014519999735057354
1776129730.8521771,475,0.00570000009611249
1776129868.9092903,480,0.01907999999821186
1776130040.939021,485,0.0038799999747425318
1776130197.380567,490,0.06428000330924988
1776130364.702656,495,0.02563999965786934
1776130525.295439,500,0.0038799999747425318
1776130659.5177488,505,0.1328199952840805
1776130789.701589,510,0.05510000139474869
1776130926.27589,515,0.08048000186681747
1776131059.0029743,520,0.01498000044375658
1776131193.3633356,525,0.050200000405311584
1776131330.6469002,530,0.0399399995803833
1776131470.5989127,535,0.14577999711036682
1776131614.5261166,540,0.023979999125003815
1776131754.5382657,545,0.04100000113248825
1776131896.406129,550,0.033560000360012054
1776132043.3240974,555,0.008019999600946903
1776132182.2337053,560,0.03012000024318695
1776132319.4807875,565,0.13369999825954437
1776132455.9239838,570,0.18379999697208405
1776132606.2666082,575,0.006099999882280827
1776132752.1477153,580,0.05550000071525574
1776132910.4932191,585,0.0014600000577047467
1776133060.715115,590,0.011119999922811985
1776133221.491451,595,0.04114000126719475
1776133412.9869778,600,0.019619999453425407
1776133581.5252352,605,0.02662000060081482
1776133712.3305945,610,0.002139999996870756
1776133902.8483002,615,0.08625999838113785
1776134065.4129498,620,0.021139999851584435
1776134200.9510295,625,0.024380000308156013
1776134346.5269785,630,0.04848000034689903
1776134521.326558,635,0.07816000282764435
1776134651.975748,640,0.09663999825716019
1776134792.9441366,645,0.013340000063180923
1776134955.6115396,650,0.031380001455545425
1776135104.1735082,655,0.057999998331069946
1776135240.2909045,660,0.06763999909162521
1776135380.6174006,665,0.007679999805986881
1776135539.2785513,670,0.0471000000834465
1776135684.4154649,675,0.09746000170707703
