test_case,bucket,num_agents,map_file,completed,steps,max_steps,error
Berlin_1_256-even-1_bucket_11,11,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_4,4,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_33,33,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_42,42,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_17,17,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_60,60,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_46,46,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_67,67,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_24,24,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_26,26,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_41,41,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_0,0,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_27,27,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_30,30,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_64,64,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_39,39,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_10,10,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_14,14,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_3,3,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_2,2,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_8,8,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_37,37,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_21,21,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_92,92,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_86,86,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_58,58,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_87,87,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_85,85,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_19,19,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_54,54,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_31,31,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_45,45,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_88,88,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_43,43,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_48,48,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_56,56,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_59,59,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_77,77,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_83,83,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_51,51,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_71,71,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_50,50,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_35,35,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_5,5,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_13,13,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_23,23,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_9,9,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_22,22,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_28,28,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_55,55,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_40,40,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_29,29,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_80,80,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_7,7,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_66,66,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_47,47,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_68,68,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_79,79,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_18,18,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_62,62,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_73,73,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_15,15,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_63,63,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_57,57,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_38,38,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_1,1,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_93,93,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_6,6,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_34,34,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_70,70,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_81,81,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_72,72,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_53,53,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_91,91,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_32,32,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_16,16,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_25,25,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_52,52,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_94,94,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_49,49,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_36,36,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_82,82,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_78,78,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_90,90,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_61,61,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_69,69,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_20,20,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_76,76,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_75,75,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_12,12,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_84,84,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_89,89,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_74,74,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_44,44,10,Berlin_1_256.map,False,5000,5000,
Berlin_1_256-even-1_bucket_65,65,10,Berlin_1_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_49,49,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_19,19,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_44,44,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_88,88,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_27,27,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_75,75,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_87,87,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_72,72,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_37,37,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_42,42,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_81,81,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_78,78,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_41,41,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_69,69,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_17,17,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_57,57,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_60,60,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_82,82,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_85,85,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_80,80,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_36,36,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_51,51,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_91,91,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_16,16,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_76,76,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_68,68,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_33,33,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_23,23,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_31,31,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_18,18,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_48,48,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_71,71,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_13,13,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_83,83,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_58,58,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_15,15,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_35,35,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_62,62,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_11,11,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_21,21,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_67,67,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_70,70,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_74,74,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_5,5,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_22,22,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_43,43,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_46,46,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_7,7,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_9,9,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_63,63,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_3,3,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_65,65,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_39,39,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_34,34,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_40,40,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_56,56,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_64,64,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_52,52,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_29,29,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_55,55,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_92,92,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_86,86,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_45,45,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_79,79,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_1,1,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_38,38,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_26,26,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_28,28,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_8,8,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_73,73,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_10,10,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_12,12,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_50,50,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_30,30,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_14,14,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_32,32,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_94,94,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_84,84,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_0,0,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_20,20,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_2,2,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_59,59,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_66,66,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_90,90,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_25,25,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_6,6,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_54,54,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_47,47,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_24,24,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_4,4,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_89,89,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_77,77,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_93,93,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_61,61,10,Boston_0_256.map,False,5000,5000,
Boston_0_256-even-1_bucket_53,53,10,Boston_0_256.map,False,5000,5000,
brc202d-even-1_bucket_64,64,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_99,99,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_82,82,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_19,19,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_61,61,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_223,223,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_184,184,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_232,232,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_101,101,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_142,142,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_229,229,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_201,201,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_106,106,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_10,10,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_210,210,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_164,164,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_130,130,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_189,189,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_237,237,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_249,249,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_68,68,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_18,18,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_245,245,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_73,73,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_87,87,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_230,230,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_224,224,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_20,20,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_209,209,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_135,135,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_213,213,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_154,154,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_234,234,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_14,14,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_115,115,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_8,8,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_29,29,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_25,25,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_215,215,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_157,157,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_193,193,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_198,198,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_235,235,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_59,59,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_75,75,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_134,134,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_58,58,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_205,205,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_185,185,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_78,78,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_23,23,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_83,83,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_9,9,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_17,17,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_74,74,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_31,31,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_79,79,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_133,133,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_122,122,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_236,236,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_92,92,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_145,145,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_104,104,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_241,241,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_80,80,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_13,13,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_197,197,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_208,208,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_53,53,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_103,103,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_121,121,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_109,109,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_126,126,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_34,34,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_32,32,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_136,136,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_85,85,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_207,207,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_195,195,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_231,231,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_190,190,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_94,94,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_175,175,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_191,191,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_143,143,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_240,240,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_252,252,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_30,30,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_70,70,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_171,171,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_77,77,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_26,26,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_178,178,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_39,39,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_45,45,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_90,90,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_244,244,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_118,118,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_40,40,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_117,117,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_72,72,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_129,129,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_28,28,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_52,52,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_179,179,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_44,44,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_221,221,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_113,113,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_146,146,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_181,181,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_91,91,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_206,206,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_174,174,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_169,169,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_220,220,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_60,60,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_107,107,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_139,139,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_251,251,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_159,159,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_176,176,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_35,35,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_119,119,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_41,41,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_47,47,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_214,214,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_166,166,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_95,95,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_62,62,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_111,111,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_96,96,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_110,110,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_153,153,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_152,152,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_5,5,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_250,250,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_226,226,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_228,228,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_131,131,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_51,51,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_54,54,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_71,71,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_43,43,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_124,124,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_46,46,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_22,22,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_3,3,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_246,246,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_141,141,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_158,158,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_212,212,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_33,33,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_242,242,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_36,36,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_24,24,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_65,65,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_188,188,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_149,149,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_183,183,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_4,4,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_27,27,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_140,140,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_112,112,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_93,93,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_116,116,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_187,187,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_248,248,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_127,127,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_89,89,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_100,100,10,brc202d.map,False,5000,5000,
brc202d-even-1_bucket_163,163,10,brc202d.map,False,5000,5000,
